start,end,label,filename
0.0,1.9969160997732427,sneeze,-M9pYoMpqtg_0_000-2_000.wav
0.0,8.865219456336451,etc,-Mdd8ysxJ5c_10_000-20_000.wav
8.865219456336451,10.0,cough,-Mdd8ysxJ5c_10_000-20_000.wav
0.0,1.29176473483957,etc,-v7IdeJI0-4_11_000-21_000.wav
1.29176473483957,3.688241643131717,silence,-v7IdeJI0-4_11_000-21_000.wav
3.688241643131717,6.247744191443739,speech,-v7IdeJI0-4_11_000-21_000.wav
6.247744191443739,6.883544187521247,sneeze,-v7IdeJI0-4_11_000-21_000.wav
6.883544187521247,9.62237493985513,etc,-v7IdeJI0-4_11_000-21_000.wav
9.62237493985513,9.642539682539685,etc,-v7IdeJI0-4_11_000-21_000.wav
0.0,10.0,etc,-xzOD_mm4F0_30_000-40_000.wav
0.0,3.0472508237232283,speech,0p1GeiDB1e4_170_000-180_000.wav
3.0472508237232283,3.90950370675453,silence,0p1GeiDB1e4_170_000-180_000.wav
3.90950370675453,6.66533154859967,etc,0p1GeiDB1e4_170_000-180_000.wav
6.66533154859967,7.984071252059308,cough,0p1GeiDB1e4_170_000-180_000.wav
7.984071252059308,10.0,etc,0p1GeiDB1e4_170_000-180_000.wav
0.0,1.2213007726140976,sneeze,0xtXIxoHDgk_150_000-160_000.wav
1.2213007726140976,5.853786149472145,silence,0xtXIxoHDgk_150_000-160_000.wav
5.853786149472145,8.220749480713483,speech,0xtXIxoHDgk_150_000-160_000.wav
8.220749480713483,8.677235266024313,sneeze,0xtXIxoHDgk_150_000-160_000.wav
8.677235266024313,9.99997732426304,speech,0xtXIxoHDgk_150_000-160_000.wav
0.0,3.1148785008237225,etc,0_ZF9vT5B-s_10_000-20_000.wav
3.1148785008237225,3.808062191103789,sneeze,0_ZF9vT5B-s_10_000-20_000.wav
3.808062191103789,8.592720345963755,silence,0_ZF9vT5B-s_10_000-20_000.wav
8.592720345963755,10.0,etc,0_ZF9vT5B-s_10_000-20_000.wav
0.0,1.576348846787479,speech,2ZxE0uMIfa0_10_000-20_000.wav
1.576348846787479,2.4893224876441518,sneeze,2ZxE0uMIfa0_10_000-20_000.wav
2.4893224876441518,5.076081136738056,etc,2ZxE0uMIfa0_10_000-20_000.wav
5.076081136738056,5.5156610378912685,sniffle,2ZxE0uMIfa0_10_000-20_000.wav
5.5156610378912685,7.13872528830313,speech,2ZxE0uMIfa0_10_000-20_000.wav
7.13872528830313,7.815002059308072,sneeze,2ZxE0uMIfa0_10_000-20_000.wav
7.815002059308072,10.0,speech,2ZxE0uMIfa0_10_000-20_000.wav
0.0,0.3604921746293244,sneeze,3NRA3-STV40_20_000-30_000.wav
0.3604921746293244,3.554458401976935,etc,3NRA3-STV40_20_000-30_000.wav
3.554458401976935,4.147642092257001,sniffle,3NRA3-STV40_20_000-30_000.wav
4.147642092257001,8.457464991762768,etc,3NRA3-STV40_20_000-30_000.wav
8.457464991762768,8.643441103789126,sniffle,3NRA3-STV40_20_000-30_000.wav
8.643441103789126,9.37043863261944,etc,3NRA3-STV40_20_000-30_000.wav
9.37043863261944,10.0,sniffle,3NRA3-STV40_20_000-30_000.wav
0.0,2.9061733572573707,speech,43MaVucRguE.wav
2.9061733572573707,5.4538975654814354,etc,43MaVucRguE.wav
5.4538975654814354,5.894244959495471,cough,43MaVucRguE.wav
5.894244959495471,7.152380370964146,etc,43MaVucRguE.wav
7.152380370964146,7.938715003132066,etc,43MaVucRguE.wav
7.938715003132066,11.838934778684957,cough,43MaVucRguE.wav
11.838934778684957,12.81398972257318,etc,43MaVucRguE.wav
12.81398972257318,15.078633463216793,cough,43MaVucRguE.wav
15.078633463216793,17.87798475373459,etc,43MaVucRguE.wav
17.87798475373459,20.07972172380477,cough,43MaVucRguE.wav
20.07972172380477,22.753259473175703,speech,43MaVucRguE.wav
22.753259473175703,30.09621930411173,cough,43MaVucRguE.wav
30.09621930411173,31.60598179787414,speech,43MaVucRguE.wav
31.60598179787414,37.50022675736962,cough,43MaVucRguE.wav
0.0,10.0,etc,7goRFxRaMzk_0_000-10_000.wav
0.0,5.326569470133827,speech,8BMW3d-PQb0_0_000-10_000.wav
5.326569470133827,8.519693178109021,silence,8BMW3d-PQb0_0_000-10_000.wav
8.519693178109021,10.0,sneeze,8BMW3d-PQb0_0_000-10_000.wav
0.0,3.8479354803612233,speech,8FEQuq03bgU_40_000-50_000.wav
3.8479354803612233,6.741703840713742,cough,8FEQuq03bgU_40_000-50_000.wav
6.741703840713742,10.0,speech,8FEQuq03bgU_40_000-50_000.wav
0.0,7.85124716553288,etc,8Qd-4VM9Ox0_50_000-60_000.wav
7.85124716553288,8.873476770754,silence,8Qd-4VM9Ox0_50_000-60_000.wav
8.873476770754,9.327045479273204,sneeze,8Qd-4VM9Ox0_50_000-60_000.wav
9.327045479273204,10.0,etc,8Qd-4VM9Ox0_50_000-60_000.wav
0.0,7.394859549332373,silence,8SRWgKxebS0_100_000-110_000.wav
7.394859549332373,8.347355997073693,gasp,8SRWgKxebS0_100_000-110_000.wav
8.347355997073693,10.00002267573696,sneeze,8SRWgKxebS0_100_000-110_000.wav
0.0,3.5672153765724186,etc,8YYeGsOzwQ0_30_000-40_000.wav
3.5672153765724186,4.299066363106372,sneeze,8YYeGsOzwQ0_30_000-40_000.wav
4.299066363106372,9.381043083900227,etc,8YYeGsOzwQ0_30_000-40_000.wav
0.0,1.3351678627494954,speech,9NDns7JDb4Y_130_000-140_000.wav
1.3351678627494954,2.396521047375538,etc,9NDns7JDb4Y_130_000-140_000.wav
2.396521047375538,6.124864285677278,etc,9NDns7JDb4Y_130_000-140_000.wav
6.124864285677278,10.00002267573696,etc,9NDns7JDb4Y_130_000-140_000.wav
0.0,3.4558231218501985,silence,A09CTUwEzeI_0_000-7_000.wav
3.4558231218501985,4.0542004183822735,sneeze,A09CTUwEzeI_0_000-7_000.wav
4.0542004183822735,6.222947845804988,etc,A09CTUwEzeI_0_000-7_000.wav
0.0,2.401049460630587,cough,aeWiKB1oEKo_0_000-10_000.wav
2.401049460630587,5.686264622831787,speech,aeWiKB1oEKo_0_000-10_000.wav
5.686264622831787,10.0,cough,aeWiKB1oEKo_0_000-10_000.wav
0.0,2.578150008458145,cough,AeWINP1ELkg_40_000-50_000.wav
2.578150008458145,4.056939582818254,etc,AeWINP1ELkg_40_000-50_000.wav
4.056939582818254,10.0,cough,AeWINP1ELkg_40_000-50_000.wav
0.0,6.279537218708396,speech,AjbyESmmyts_70_000-80_000.wav
6.279537218708396,8.874054361109954,cough,AjbyESmmyts_70_000-80_000.wav
8.874054361109954,9.99997732426304,speech,AjbyESmmyts_70_000-80_000.wav
0.0,1.3561562284479955,etc,AnFLES8rJfw_10_000-20_000.wav
1.3561562284479955,2.073413447149605,speech,AnFLES8rJfw_10_000-20_000.wav
2.073413447149605,4.1897649936889225,etc,AnFLES8rJfw_10_000-20_000.wav
4.1897649936889225,6.235276321097216,speech,AnFLES8rJfw_10_000-20_000.wav
6.235276321097216,9.42308618199326,etc,AnFLES8rJfw_10_000-20_000.wav
9.42308618199326,10.0,cough,AnFLES8rJfw_10_000-20_000.wav
0.0,2.0468483649754714,speech,AnrcPBN7yms_10_000-20_000.wav
2.0468483649754714,2.4718896797616106,sniffle,AnrcPBN7yms_10_000-20_000.wav
2.4718896797616106,3.2511320902028653,cough,AnrcPBN7yms_10_000-20_000.wav
3.2511320902028653,4.853892048042264,speech,AnrcPBN7yms_10_000-20_000.wav
4.853892048042264,5.650844513266275,cough,AnrcPBN7yms_10_000-20_000.wav
5.650844513266275,7.22703938893154,etc,AnrcPBN7yms_10_000-20_000.wav
7.22703938893154,10.0,cough,AnrcPBN7yms_10_000-20_000.wav
0.0,4.960152376738798,cough,BCx-qhmHoZI_50_000-60_000.wav
4.960152376738798,6.465507033273041,speech,BCx-qhmHoZI_50_000-60_000.wav
6.465507033273041,10.0,etc,BCx-qhmHoZI_50_000-60_000.wav
0.0,5.943060417181745,etc,bEah4B4VQwg_10_000-20_000.wav
5.943060417181745,10.0,cough,bEah4B4VQwg_10_000-20_000.wav
0.0,2.107477718819226,speech,BidOw_A5Y40_40_000-50_000.wav
2.107477718819226,2.808695241529717,silence,BidOw_A5Y40_40_000-50_000.wav
2.808695241529717,4.077073995844281,sneeze,BidOw_A5Y40_40_000-50_000.wav
4.077073995844281,5.23202050383803,gasp,BidOw_A5Y40_40_000-50_000.wav
5.23202050383803,5.840429825013309,sniffle,BidOw_A5Y40_40_000-50_000.wav
5.840429825013309,6.892256109079044,gasp,BidOw_A5Y40_40_000-50_000.wav
6.892256109079044,7.55222554221833,sniffle,BidOw_A5Y40_40_000-50_000.wav
7.55222554221833,8.593739803891264,etc,BidOw_A5Y40_40_000-50_000.wav
8.593739803891264,10.0,gasp,BidOw_A5Y40_40_000-50_000.wav
0.0,2.285934104542674,speech,bOranQrwlJI_10_000-20_000.wav
2.285934104542674,4.340300459342346,etc,bOranQrwlJI_10_000-20_000.wav
4.340300459342346,5.943060417181745,cough,bOranQrwlJI_10_000-20_000.wav
5.943060417181745,7.315589662845319,speech,bOranQrwlJI_10_000-20_000.wav
7.315589662845319,8.519873388072712,cough,bOranQrwlJI_10_000-20_000.wav
8.519873388072712,10.0,speech,bOranQrwlJI_10_000-20_000.wav
0.0,3.7161616387475087,speech,BSOoWjmtLdg_10_000-20_000.wav
3.7161616387475087,10.00002267573696,etc,BSOoWjmtLdg_10_000-20_000.wav
0.0,10.0,speech,bSRQuHPHXf4_70_000-80_000.wav
0.0,2.148725808390432,etc,c3UaeG-42TE_0_000-10_000.wav
2.148725808390432,4.737043428983566,silence,c3UaeG-42TE_0_000-10_000.wav
4.737043428983566,6.923192176257448,etc,c3UaeG-42TE_0_000-10_000.wav
6.923192176257448,8.366875311249634,silence,c3UaeG-42TE_0_000-10_000.wav
8.366875311249634,10.0,etc,c3UaeG-42TE_0_000-10_000.wav
0.0,3.2667573696145125,speech,DpXBWHg2O84_220_000-230_000.wav
3.2667573696145125,4.211130286950699,silence,DpXBWHg2O84_220_000-230_000.wav
4.211130286950699,4.499866913949136,speech,DpXBWHg2O84_220_000-230_000.wav
4.499866913949136,5.293892638194838,sneeze,DpXBWHg2O84_220_000-230_000.wav
5.293892638194838,6.789135885151031,etc,DpXBWHg2O84_220_000-230_000.wav
6.789135885151031,7.810026102038363,sniffle,DpXBWHg2O84_220_000-230_000.wav
7.810026102038363,9.604317998385795,etc,DpXBWHg2O84_220_000-230_000.wav
9.604317998385795,10.0,speech,DpXBWHg2O84_220_000-230_000.wav
0.0,1.6721970018947652,etc,dQhu7oGeQNQ_17_000-27_000.wav
1.6721970018947652,2.597968469499317,sneeze,dQhu7oGeQNQ_17_000-27_000.wav
2.597968469499317,7.064052802228968,etc,dQhu7oGeQNQ_17_000-27_000.wav
7.064052802228968,9.865487528344673,speech,dQhu7oGeQNQ_17_000-27_000.wav
0.0,0.444088407136072,etc,d_BRdG1JOAA_30_000-40_000.wav
0.444088407136072,1.426996447579019,speech,d_BRdG1JOAA_30_000-40_000.wav
